Continent,acq_date,Collections,Total,,,,,,,,,,,,,,,,,
AS,1931,159,85488,,,,,,,,,,,,,,,,,
AS,1932,151,85488,,,,,,,,,,,,,,,,,
AS,1933,1192,85488,,,,,,,,,,,,,,,,,
AS,1934,196,85488,,,,,,,,,,,,,,,,,
AS,1935,363,85488,,,,,,,,,,,,,,,,,
AS,1936,870,85488,,,,,,,,,,,,,,,,,
AS,1937,616,85488,,,,,,,,,,,,,,,,,
AS,1938,957,85488,,,,,,,,,,,,,,,,,
AS,1939,1827,85488,,,,,,,,,,,,,,,,,
AS,1940,566,85488,,,,,,,,,,,,,,,,,
AS,1941,81,85488,,,,,,,,,,,,,,,,,
AS,1942,133,85488,,,,,,,,,,,,,,,,,
AS,1943,187,85488,,,,,,,,,,,,,,,,,
AS,1944,195,85488,,,,,,,,,,,,,,,,,
AS,1945,493,85488,,,,,,,,,,,,,,,,,
AS,1946,100,85488,,,,,,,,,,,,,,,,,
AS,1947,1430,85488,,,,,,,,,,,,,,,,,
AS,1948,616,85488,,,,,,,,,,,,,,,,,
AS,1949,202,85488,,,,,,,,,,,,,,,,,
AS,1950,610,85488,,,,,,,,,,,,,,,,,
AS,1951,259,85488,,,,,,,,,,,,,,,,,
AS,1952,256,85488,,,,,,,,,,,,,,,,,
AS,1953,145,85488,,,,,,,,,,,,,,,,,
AS,1954,382,85488,,,,,,,,,,,,,,,,,
AS,1955,315,85488,,,,,,,,,,,,,,,,,
AS,1956,297,85488,,,,,,,,,,,,,,,,,
AS,1957,201,85488,,,,,,,,,,,,,,,,,
AS,1958,270,85488,,,,,,,,,,,,,,,,,
AS,1959,147,85488,,,,,,,,,,,,,,,,,
AS,1960,530,85488,,,,,,,,,,,,,,,,,
AS,1961,132,85488,,,,,,,,,,,,,,,,,
AS,1962,567,85488,,,,,,,,,,,,,,,,,
AS,1963,217,85488,,,,,,,,,,,,,,,,,
AS,1964,123,85488,,,,,,,,,,,,,,,,,
AS,1965,148,85488,,,,,,,,,,,,,,,,,
AS,1966,650,85488,,,,,,,,,,,,,,,,,
AS,1967,337,85488,,,,,,,,,,,,,,,,,
AS,1968,209,85488,,,,,,,,,,,,,,,,,
AS,1969,670,85488,,,,,,,,,,,,,,,,,
AS,1970,233,85488,,,,,,,,,,,,,,,,,
AS,1971,260,85488,,,,,,,,,,,,,,,,,
AS,1972,1976,85488,,,,,,,,,,,,,,,,,
AS,1973,995,85488,,,,,,,,,,,,,,,,,
AS,1974,1110,85488,,,,,,,,,,,,,,,,,
AS,1975,412,85488,,,,,,,,,,,,,,,,,
AS,1976,377,85488,,,,,,,,,,,,,,,,,
AS,1977,271,85488,,,,,,,,,,,,,,,,,
AS,1978,312,85488,,,,,,,,,,,,,,,,,
AS,1979,689,85488,,,,,,,,,,,,,,,,,
AS,1980,1247,85488,,,,,,,,,,,,,,,,,
AS,1981,1107,85488,,,,,,,,,,,,,,,,,
AS,1982,719,85488,,,,,,,,,,,,,,,,,
AS,1983,456,85488,,,,,,,,,,,,,,,,,
AS,1984,1138,85488,,,,,,,,,,,,,,,,,
AS,1985,538,85488,,,,,,,,,,,,,,,,,
AS,1986,3188,85488,,,,,,,,,,,,,,,,,
AS,1987,347,85488,,,,,,,,,,,,,,,,,
AS,1988,272,85488,,,,,,,,,,,,,,,,,
AS,1989,359,85488,,,,,,,,,,,,,,,,,
AS,1990,531,85488,,,,,,,,,,,,,,,,,
AS,1991,864,85488,,,,,,,,,,,,,,,,,
AS,1992,1204,85488,,,,,,,,,,,,,,,,,
AS,1993,542,85488,,,,,,,,,,,,,,,,,
AS,1994,170,85488,,,,,,,,,,,,,,,,,
AS,1995,4893,85488,,,,,,,,,,,,,,,,,
AS,1996,389,85488,,,,,,,,,,,,,,,,,
AS,1997,539,85488,,,,,,,,,,,,,,,,,
AS,1998,393,85488,,,,,,,,,,,,,,,,,
AS,1999,328,85488,,,,,,,,,,,,,,,,,
AS,2000,270,85488,,,,,,,,,,,,,,,,,
AS,2001,329,85488,,,,,,,,,,,,,,,,,
AS,2002,301,85488,,,,,,,,,,,,,,,,,
AS,2003,146,85488,,,,,,,,,,,,,,,,,
AS,2004,26,85488,,,,,,,,,,,,,,,,,
AS,2005,268,85488,,,,,,,,,,,,,,,,,
AS,2006,21,85488,,,,,,,,,,,,,,,,,
AS,2007,301,85488,,,,,,,,,,,,,,,,,
AS,2008,266,85488,,,,,,,,,,,,,,,,,
AS,2009,369,85488,,,,,,,,,,,,,,,,,
AS,2010,194,85488,,,,,,,,,,,,,,,,,
AS,2011,594,85488,,,,,,,,,,,,,,,,,
AS,2012,1552,85488,,,,,,,,,,,,,,,,,
AS,2013,443,85488,,,,,,,,,,,,,,,,,
AS,2014,297,85488,,,,,,,,,,,,,,,,,
AS,2015,259,85488,,,,,,,,,,,,,,,,,
AS,2016,43,85488,,,,,,,,,,,,,,,,,
AS,2017,4,85488,,,,,,,,,,,,,,,,,
AS,?,5212,85488,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
AF,1979,208,112569,,,,,,,,,,,,,,,,,
AF,1753,55,112569,,,,,,,,,,,,,,,,,
AF,1755,3,112569,,,,,,,,,,,,,,,,,
AF,1756,9,112569,,,,,,,,,,,,,,,,,
AF,1766,2,112569,,,,,,,,,,,,,,,,,
AF,1767,2,112569,,,,,,,,,,,,,,,,,
AF,1771,1,112569,,,,,,,,,,,,,,,,,
AF,1772,18,112569,,,,,,,,,,,,,,,,,
AF,1785,2,112569,,,,,,,,,,,,,,,,,
AF,1802,12,112569,,,,,,,,,,,,,,,,,
AF,1805,9,112569,,,,,,,,,,,,,,,,,
AF,1807,1,112569,,,,,,,,,,,,,,,,,
AF,1809,1,112569,,,,,,,,,,,,,,,,,
AF,1811,1,112569,,,,,,,,,,,,,,,,,
AF,1812,1,112569,,,,,,,,,,,,,,,,,
AF,1814,31,112569,,,,,,,,,,,,,,,,,
AF,1817,1,112569,,,,,,,,,,,,,,,,,
AF,1818,36,112569,,,,,,,,,,,,,,,,,
AF,1820,6,112569,,,,,,,,,,,,,,,,,
AF,1821,252,112569,,,,,,,,,,,,,,,,,
AF,1823,191,112569,,,,,,,,,,,,,,,,,
AF,1824,14,112569,,,,,,,,,,,,,,,,,
AF,1825,1,112569,,,,,,,,,,,,,,,,,
AF,1826,1,112569,,,,,,,,,,,,,,,,,
AF,1827,1,112569,,,,,,,,,,,,,,,,,
AF,1829,3,112569,,,,,,,,,,,,,,,,,
AF,1830,4,112569,,,,,,,,,,,,,,,,,
AF,1833,41,112569,,,,,,,,,,,,,,,,,
AF,1834,1883,112569,,,,,,,,,,,,,,,,,
AF,1835,794,112569,,,,,,,,,,,,,,,,,
AF,1836,102,112569,,,,,,,,,,,,,,,,,
AF,1837,750,112569,,,,,,,,,,,,,,,,,
AF,1838,18,112569,,,,,,,,,,,,,,,,,
AF,1839,1553,112569,,,,,,,,,,,,,,,,,
AF,1840,67,112569,,,,,,,,,,,,,,,,,
AF,1841,19,112569,,,,,,,,,,,,,,,,,
AF,1842,460,112569,,,,,,,,,,,,,,,,,
AF,1843,750,112569,,,,,,,,,,,,,,,,,
AF,1844,86,112569,,,,,,,,,,,,,,,,,
AF,1845,26,112569,,,,,,,,,,,,,,,,,
AF,1846,46,112569,,,,,,,,,,,,,,,,,
AF,1847,85,112569,,,,,,,,,,,,,,,,,
AF,1848,413,112569,,,,,,,,,,,,,,,,,
AF,1849,361,112569,,,,,,,,,,,,,,,,,
AF,1850,54,112569,,,,,,,,,,,,,,,,,
AF,1851,62,112569,,,,,,,,,,,,,,,,,
AF,1852,27,112569,,,,,,,,,,,,,,,,,
AF,1853,164,112569,,,,,,,,,,,,,,,,,
AF,1854,49,112569,,,,,,,,,,,,,,,,,
AF,1855,66,112569,,,,,,,,,,,,,,,,,
AF,1856,78,112569,,,,,,,,,,,,,,,,,
AF,1857,161,112569,,,,,,,,,,,,,,,,,
AF,1858,38,112569,,,,,,,,,,,,,,,,,
AF,1859,129,112569,,,,,,,,,,,,,,,,,
AF,1860,143,112569,,,,,,,,,,,,,,,,,
AF,1861,82,112569,,,,,,,,,,,,,,,,,
AF,1862,41,112569,,,,,,,,,,,,,,,,,
AF,1863,13,112569,,,,,,,,,,,,,,,,,
AF,1864,95,112569,,,,,,,,,,,,,,,,,
AF,1865,137,112569,,,,,,,,,,,,,,,,,
AF,1866,335,112569,,,,,,,,,,,,,,,,,
AF,1867,395,112569,,,,,,,,,,,,,,,,,
AF,1868,656,112569,,,,,,,,,,,,,,,,,
AF,1869,36,112569,,,,,,,,,,,,,,,,,
AF,1870,140,112569,,,,,,,,,,,,,,,,,
AF,1871,342,112569,,,,,,,,,,,,,,,,,
AF,1872,48,112569,,,,,,,,,,,,,,,,,
AF,1873,119,112569,,,,,,,,,,,,,,,,,
AF,1874,143,112569,,,,,,,,,,,,,,,,,
AF,1875,373,112569,,,,,,,,,,,,,,,,,
AF,1876,185,112569,,,,,,,,,,,,,,,,,
AF,1877,84,112569,,,,,,,,,,,,,,,,,
AF,1878,557,112569,,,,,,,,,,,,,,,,,
AF,1879,503,112569,,,,,,,,,,,,,,,,,
AF,1880,153,112569,,,,,,,,,,,,,,,,,
AF,1881,96,112569,,,,,,,,,,,,,,,,,
AF,1882,263,112569,,,,,,,,,,,,,,,,,
AF,1883,174,112569,,,,,,,,,,,,,,,,,
AF,1884,31,112569,,,,,,,,,,,,,,,,,
AF,1885,706,112569,,,,,,,,,,,,,,,,,
AF,1886,747,112569,,,,,,,,,,,,,,,,,
AF,1887,824,112569,,,,,,,,,,,,,,,,,
AF,1888,490,112569,,,,,,,,,,,,,,,,,
AF,1889,566,112569,,,,,,,,,,,,,,,,,
AF,1890,732,112569,,,,,,,,,,,,,,,,,
AF,1891,561,112569,,,,,,,,,,,,,,,,,
AF,1892,244,112569,,,,,,,,,,,,,,,,,
AF,1893,804,112569,,,,,,,,,,,,,,,,,
AF,1894,130,112569,,,,,,,,,,,,,,,,,
AF,1895,254,112569,,,,,,,,,,,,,,,,,
AF,1896,793,112569,,,,,,,,,,,,,,,,,
AF,1897,1074,112569,,,,,,,,,,,,,,,,,
AF,1898,1120,112569,,,,,,,,,,,,,,,,,
AF,1899,750,112569,,,,,,,,,,,,,,,,,
AF,1900,1068,112569,,,,,,,,,,,,,,,,,
AF,1901,1345,112569,,,,,,,,,,,,,,,,,
AF,1902,646,112569,,,,,,,,,,,,,,,,,
AF,1903,397,112569,,,,,,,,,,,,,,,,,
AF,1904,2772,112569,,,,,,,,,,,,,,,,,
AF,1905,1089,112569,,,,,,,,,,,,,,,,,
AF,1906,610,112569,,,,,,,,,,,,,,,,,
AF,1907,3607,112569,,,,,,,,,,,,,,,,,
AF,1908,979,112569,,,,,,,,,,,,,,,,,
AF,1909,1668,112569,,,,,,,,,,,,,,,,,
AF,1910,1042,112569,,,,,,,,,,,,,,,,,
AF,1911,776,112569,,,,,,,,,,,,,,,,,
AF,1912,332,112569,,,,,,,,,,,,,,,,,
AF,1913,606,112569,,,,,,,,,,,,,,,,,
AF,1914,1396,112569,,,,,,,,,,,,,,,,,
AF,1915,333,112569,,,,,,,,,,,,,,,,,
AF,1916,265,112569,,,,,,,,,,,,,,,,,
AF,1917,127,112569,,,,,,,,,,,,,,,,,
AF,1918,21,112569,,,,,,,,,,,,,,,,,
AF,1919,393,112569,,,,,,,,,,,,,,,,,
AF,1920,513,112569,,,,,,,,,,,,,,,,,
AF,1921,2013,112569,,,,,,,,,,,,,,,,,
AF,1922,995,112569,,,,,,,,,,,,,,,,,
AF,1923,1183,112569,,,,,,,,,,,,,,,,,
AF,1924,726,112569,,,,,,,,,,,,,,,,,
AF,1925,521,112569,,,,,,,,,,,,,,,,,
AF,1926,732,112569,,,,,,,,,,,,,,,,,
AF,1927,553,112569,,,,,,,,,,,,,,,,,
AF,1928,639,112569,,,,,,,,,,,,,,,,,
AF,1929,427,112569,,,,,,,,,,,,,,,,,
AF,1930,2468,112569,,,,,,,,,,,,,,,,,
AF,1931,578,112569,,,,,,,,,,,,,,,,,
AF,1932,520,112569,,,,,,,,,,,,,,,,,
AF,1933,858,112569,,,,,,,,,,,,,,,,,
AF,1934,1232,112569,,,,,,,,,,,,,,,,,
AF,1935,914,112569,,,,,,,,,,,,,,,,,
AF,1936,514,112569,,,,,,,,,,,,,,,,,
AF,1937,922,112569,,,,,,,,,,,,,,,,,
AF,1938,770,112569,,,,,,,,,,,,,,,,,
AF,1939,669,112569,,,,,,,,,,,,,,,,,
AF,1940,245,112569,,,,,,,,,,,,,,,,,
AF,1941,21,112569,,,,,,,,,,,,,,,,,
AF,1943,161,112569,,,,,,,,,,,,,,,,,
AF,1944,314,112569,,,,,,,,,,,,,,,,,
AF,1945,163,112569,,,,,,,,,,,,,,,,,
AF,1946,1264,112569,,,,,,,,,,,,,,,,,
AF,1947,1451,112569,,,,,,,,,,,,,,,,,
AF,1948,919,112569,,,,,,,,,,,,,,,,,
AF,1949,1062,112569,,,,,,,,,,,,,,,,,
AF,1950,1395,112569,,,,,,,,,,,,,,,,,
AF,1951,633,112569,,,,,,,,,,,,,,,,,
AF,1952,745,112569,,,,,,,,,,,,,,,,,
AF,1953,303,112569,,,,,,,,,,,,,,,,,
AF,1954,5887,112569,,,,,,,,,,,,,,,,,
AF,1955,418,112569,,,,,,,,,,,,,,,,,
AF,1956,486,112569,,,,,,,,,,,,,,,,,
AF,1957,230,112569,,,,,,,,,,,,,,,,,
AF,1958,203,112569,,,,,,,,,,,,,,,,,
AF,1959,559,112569,,,,,,,,,,,,,,,,,
AF,1960,518,112569,,,,,,,,,,,,,,,,,
AF,1961,136,112569,,,,,,,,,,,,,,,,,
AF,1962,128,112569,,,,,,,,,,,,,,,,,
AF,1963,213,112569,,,,,,,,,,,,,,,,,
AF,1964,128,112569,,,,,,,,,,,,,,,,,
AF,1965,62,112569,,,,,,,,,,,,,,,,,
AF,1966,176,112569,,,,,,,,,,,,,,,,,
AF,1967,77,112569,,,,,,,,,,,,,,,,,
AF,1968,406,112569,,,,,,,,,,,,,,,,,
AF,1969,299,112569,,,,,,,,,,,,,,,,,
AF,1970,188,112569,,,,,,,,,,,,,,,,,
AF,1971,695,112569,,,,,,,,,,,,,,,,,
AF,1972,825,112569,,,,,,,,,,,,,,,,,
AF,1973,196,112569,,,,,,,,,,,,,,,,,
AF,1974,161,112569,,,,,,,,,,,,,,,,,
AF,1975,50,112569,,,,,,,,,,,,,,,,,
AF,1976,240,112569,,,,,,,,,,,,,,,,,
AF,1977,170,112569,,,,,,,,,,,,,,,,,
AF,1978,1146,112569,,,,,,,,,,,,,,,,,
AF,1979,4860,112569,,,,,,,,,,,,,,,,,
AF,1980,709,112569,,,,,,,,,,,,,,,,,
AF,1981,647,112569,,,,,,,,,,,,,,,,,
AF,1982,423,112569,,,,,,,,,,,,,,,,,
AF,1983,480,112569,,,,,,,,,,,,,,,,,
AF,1984,1296,112569,,,,,,,,,,,,,,,,,
AF,1985,375,112569,,,,,,,,,,,,,,,,,
AF,1986,378,112569,,,,,,,,,,,,,,,,,
AF,1987,225,112569,,,,,,,,,,,,,,,,,
AF,1988,180,112569,,,,,,,,,,,,,,,,,
AF,1989,267,112569,,,,,,,,,,,,,,,,,
AF,1990,206,112569,,,,,,,,,,,,,,,,,
AF,1991,542,112569,,,,,,,,,,,,,,,,,
AF,1992,445,112569,,,,,,,,,,,,,,,,,
AF,1993,723,112569,,,,,,,,,,,,,,,,,
AF,1994,213,112569,,,,,,,,,,,,,,,,,
AF,1995,73,112569,,,,,,,,,,,,,,,,,
AF,1996,464,112569,,,,,,,,,,,,,,,,,
AF,1997,410,112569,,,,,,,,,,,,,,,,,
AF,1998,202,112569,,,,,,,,,,,,,,,,,
AF,1999,271,112569,,,,,,,,,,,,,,,,,
AF,2000,305,112569,,,,,,,,,,,,,,,,,
AF,2001,136,112569,,,,,,,,,,,,,,,,,
AF,2002,134,112569,,,,,,,,,,,,,,,,,
AF,2003,149,112569,,,,,,,,,,,,,,,,,
AF,2004,76,112569,,,,,,,,,,,,,,,,,
AF,2005,160,112569,,,,,,,,,,,,,,,,,
AF,2006,557,112569,,,,,,,,,,,,,,,,,
AF,2007,4,112569,,,,,,,,,,,,,,,,,
AF,2008,7,112569,,,,,,,,,,,,,,,,,
AF,2009,2,112569,,,,,,,,,,,,,,,,,
AF,2010,36,112569,,,,,,,,,,,,,,,,,
AF,2011,1,112569,,,,,,,,,,,,,,,,,
AF,2013,2,112569,,,,,,,,,,,,,,,,,
AF,2014,8,112569,,,,,,,,,,,,,,,,,
AF,2016,12,112569,,,,,,,,,,,,,,,,,
AF,?,14012,112569,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
OC,1771,1,40739,,,,,,,,,,,,,,,,,
OC,1792,1,40739,,,,,,,,,,,,,,,,,
OC,1828,5,40739,,,,,,,,,,,,,,,,,
OC,1831,1,40739,,,,,,,,,,,,,,,,,
OC,1835,1,40739,,,,,,,,,,,,,,,,,
OC,1837,1,40739,,,,,,,,,,,,,,,,,
OC,1839,67,40739,,,,,,,,,,,,,,,,,
OC,1840,1,40739,,,,,,,,,,,,,,,,,
OC,1841,61,40739,,,,,,,,,,,,,,,,,
OC,1842,63,40739,,,,,,,,,,,,,,,,,
OC,1843,1,40739,,,,,,,,,,,,,,,,,
OC,1844,13,40739,,,,,,,,,,,,,,,,,
OC,1846,68,40739,,,,,,,,,,,,,,,,,
OC,1847,23,40739,,,,,,,,,,,,,,,,,
OC,1848,63,40739,,,,,,,,,,,,,,,,,
OC,1849,6,40739,,,,,,,,,,,,,,,,,
OC,1850,3,40739,,,,,,,,,,,,,,,,,
OC,1851,259,40739,,,,,,,,,,,,,,,,,
OC,1853,18,40739,,,,,,,,,,,,,,,,,
OC,1854,193,40739,,,,,,,,,,,,,,,,,
OC,1855,62,40739,,,,,,,,,,,,,,,,,
OC,1856,26,40739,,,,,,,,,,,,,,,,,
OC,1857,26,40739,,,,,,,,,,,,,,,,,
OC,1858,1,40739,,,,,,,,,,,,,,,,,
OC,1859,3,40739,,,,,,,,,,,,,,,,,
OC,1860,1,40739,,,,,,,,,,,,,,,,,
OC,1863,9,40739,,,,,,,,,,,,,,,,,
OC,1865,29,40739,,,,,,,,,,,,,,,,,
OC,1868,1,40739,,,,,,,,,,,,,,,,,
OC,1869,8,40739,,,,,,,,,,,,,,,,,
OC,1870,1,40739,,,,,,,,,,,,,,,,,
OC,1871,1,40739,,,,,,,,,,,,,,,,,
OC,1872,9,40739,,,,,,,,,,,,,,,,,
OC,1875,8,40739,,,,,,,,,,,,,,,,,
OC,1876,1,40739,,,,,,,,,,,,,,,,,
OC,1877,4,40739,,,,,,,,,,,,,,,,,
OC,1878,65,40739,,,,,,,,,,,,,,,,,
OC,1880,2,40739,,,,,,,,,,,,,,,,,
OC,1881,2,40739,,,,,,,,,,,,,,,,,
OC,1882,32,40739,,,,,,,,,,,,,,,,,
OC,1883,11,40739,,,,,,,,,,,,,,,,,
OC,1884,75,40739,,,,,,,,,,,,,,,,,
OC,1886,115,40739,,,,,,,,,,,,,,,,,
OC,1887,432,40739,,,,,,,,,,,,,,,,,
OC,1888,18,40739,,,,,,,,,,,,,,,,,
OC,1889,135,40739,,,,,,,,,,,,,,,,,
OC,1890,1,40739,,,,,,,,,,,,,,,,,
OC,1891,16,40739,,,,,,,,,,,,,,,,,
OC,1892,8,40739,,,,,,,,,,,,,,,,,
OC,1893,12,40739,,,,,,,,,,,,,,,,,
OC,1894,294,40739,,,,,,,,,,,,,,,,,
OC,1895,962,40739,,,,,,,,,,,,,,,,,
OC,1896,259,40739,,,,,,,,,,,,,,,,,
OC,1897,103,40739,,,,,,,,,,,,,,,,,
OC,1898,336,40739,,,,,,,,,,,,,,,,,
OC,1899,142,40739,,,,,,,,,,,,,,,,,
OC,1900,129,40739,,,,,,,,,,,,,,,,,
OC,1901,217,40739,,,,,,,,,,,,,,,,,
OC,1902,101,40739,,,,,,,,,,,,,,,,,
OC,1903,175,40739,,,,,,,,,,,,,,,,,
OC,1904,146,40739,,,,,,,,,,,,,,,,,
OC,1905,142,40739,,,,,,,,,,,,,,,,,
OC,1906,2086,40739,,,,,,,,,,,,,,,,,
OC,1907,97,40739,,,,,,,,,,,,,,,,,
OC,1908,274,40739,,,,,,,,,,,,,,,,,
OC,1909,95,40739,,,,,,,,,,,,,,,,,
OC,1910,162,40739,,,,,,,,,,,,,,,,,
OC,1911,61,40739,,,,,,,,,,,,,,,,,
OC,1912,183,40739,,,,,,,,,,,,,,,,,
OC,1913,919,40739,,,,,,,,,,,,,,,,,
OC,1914,114,40739,,,,,,,,,,,,,,,,,
OC,1915,235,40739,,,,,,,,,,,,,,,,,
OC,1916,1,40739,,,,,,,,,,,,,,,,,
OC,1917,14,40739,,,,,,,,,,,,,,,,,
OC,1919,593,40739,,,,,,,,,,,,,,,,,
OC,1920,579,40739,,,,,,,,,,,,,,,,,
OC,1921,417,40739,,,,,,,,,,,,,,,,,
OC,1922,138,40739,,,,,,,,,,,,,,,,,
OC,1923,64,40739,,,,,,,,,,,,,,,,,
OC,1924,46,40739,,,,,,,,,,,,,,,,,
OC,1925,333,40739,,,,,,,,,,,,,,,,,
OC,1926,246,40739,,,,,,,,,,,,,,,,,
OC,1927,441,40739,,,,,,,,,,,,,,,,,
OC,1928,398,40739,,,,,,,,,,,,,,,,,
OC,1929,319,40739,,,,,,,,,,,,,,,,,
OC,1930,167,40739,,,,,,,,,,,,,,,,,
OC,1931,572,40739,,,,,,,,,,,,,,,,,
OC,1932,98,40739,,,,,,,,,,,,,,,,,
OC,1933,164,40739,,,,,,,,,,,,,,,,,
OC,1934,209,40739,,,,,,,,,,,,,,,,,
OC,1935,175,40739,,,,,,,,,,,,,,,,,
OC,1936,421,40739,,,,,,,,,,,,,,,,,
OC,1937,189,40739,,,,,,,,,,,,,,,,,
OC,1938,179,40739,,,,,,,,,,,,,,,,,
OC,1939,383,40739,,,,,,,,,,,,,,,,,
OC,1940,22,40739,,,,,,,,,,,,,,,,,
OC,1941,50,40739,,,,,,,,,,,,,,,,,
OC,1942,22,40739,,,,,,,,,,,,,,,,,
OC,1943,83,40739,,,,,,,,,,,,,,,,,
OC,1944,2466,40739,,,,,,,,,,,,,,,,,
OC,1945,26,40739,,,,,,,,,,,,,,,,,
OC,1946,147,40739,,,,,,,,,,,,,,,,,
OC,1947,67,40739,,,,,,,,,,,,,,,,,
OC,1948,90,40739,,,,,,,,,,,,,,,,,
OC,1949,139,40739,,,,,,,,,,,,,,,,,
OC,1950,309,40739,,,,,,,,,,,,,,,,,
OC,1951,374,40739,,,,,,,,,,,,,,,,,
OC,1952,165,40739,,,,,,,,,,,,,,,,,
OC,1953,194,40739,,,,,,,,,,,,,,,,,
OC,1954,613,40739,,,,,,,,,,,,,,,,,
OC,1955,39,40739,,,,,,,,,,,,,,,,,
OC,1956,38,40739,,,,,,,,,,,,,,,,,
OC,1957,90,40739,,,,,,,,,,,,,,,,,
OC,1958,74,40739,,,,,,,,,,,,,,,,,
OC,1959,122,40739,,,,,,,,,,,,,,,,,
OC,1960,198,40739,,,,,,,,,,,,,,,,,
OC,1961,27,40739,,,,,,,,,,,,,,,,,
OC,1962,21,40739,,,,,,,,,,,,,,,,,
OC,1963,20,40739,,,,,,,,,,,,,,,,,
OC,1964,482,40739,,,,,,,,,,,,,,,,,
OC,1965,11,40739,,,,,,,,,,,,,,,,,
OC,1966,139,40739,,,,,,,,,,,,,,,,,
OC,1967,57,40739,,,,,,,,,,,,,,,,,
OC,1968,9,40739,,,,,,,,,,,,,,,,,
OC,1969,108,40739,,,,,,,,,,,,,,,,,
OC,1970,17,40739,,,,,,,,,,,,,,,,,
OC,1971,112,40739,,,,,,,,,,,,,,,,,
OC,1972,206,40739,,,,,,,,,,,,,,,,,
OC,1973,99,40739,,,,,,,,,,,,,,,,,
OC,1974,107,40739,,,,,,,,,,,,,,,,,
OC,1975,7,40739,,,,,,,,,,,,,,,,,
OC,1976,405,40739,,,,,,,,,,,,,,,,,
OC,1977,34,40739,,,,,,,,,,,,,,,,,
OC,1978,852,40739,,,,,,,,,,,,,,,,,
OC,1979,429,40739,,,,,,,,,,,,,,,,,
OC,1980,2019,40739,,,,,,,,,,,,,,,,,
OC,1981,1846,40739,,,,,,,,,,,,,,,,,
OC,1982,1329,40739,,,,,,,,,,,,,,,,,
OC,1983,131,40739,,,,,,,,,,,,,,,,,
OC,1984,88,40739,,,,,,,,,,,,,,,,,
OC,1985,6,40739,,,,,,,,,,,,,,,,,
OC,1986,327,40739,,,,,,,,,,,,,,,,,
OC,1987,365,40739,,,,,,,,,,,,,,,,,
OC,1988,21,40739,,,,,,,,,,,,,,,,,
OC,1989,216,40739,,,,,,,,,,,,,,,,,
OC,1990,982,40739,,,,,,,,,,,,,,,,,
OC,1991,257,40739,,,,,,,,,,,,,,,,,
OC,1992,284,40739,,,,,,,,,,,,,,,,,
OC,1993,147,40739,,,,,,,,,,,,,,,,,
OC,1994,283,40739,,,,,,,,,,,,,,,,,
OC,1995,181,40739,,,,,,,,,,,,,,,,,
OC,1996,70,40739,,,,,,,,,,,,,,,,,
OC,1997,20,40739,,,,,,,,,,,,,,,,,
OC,1998,52,40739,,,,,,,,,,,,,,,,,
OC,1999,251,40739,,,,,,,,,,,,,,,,,
OC,2000,16,40739,,,,,,,,,,,,,,,,,
OC,2001,15,40739,,,,,,,,,,,,,,,,,
OC,2002,40,40739,,,,,,,,,,,,,,,,,
OC,2003,11,40739,,,,,,,,,,,,,,,,,
OC,2004,65,40739,,,,,,,,,,,,,,,,,
OC,2005,55,40739,,,,,,,,,,,,,,,,,
OC,2006,8,40739,,,,,,,,,,,,,,,,,
OC,2007,11,40739,,,,,,,,,,,,,,,,,
OC,2008,49,40739,,,,,,,,,,,,,,,,,
OC,2009,104,40739,,,,,,,,,,,,,,,,,
OC,2010,54,40739,,,,,,,,,,,,,,,,,
OC,2011,57,40739,,,,,,,,,,,,,,,,,
OC,2012,100,40739,,,,,,,,,,,,,,,,,
OC,2013,107,40739,,,,,,,,,,,,,,,,,
OC,2014,24,40739,,,,,,,,,,,,,,,,,
OC,2015,105,40739,,,,,,,,,,,,,,,,,
OC,2016,82,40739,,,,,,,,,,,,,,,,,
OC,2017,164,40739,,,,,,,,,,,,,,,,,
OC,?,6986,40739,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
EU,1774,1,26879,,,,,,,,,,,,,,,,,
EU,1799,4,26879,,,,,,,,,,,,,,,,,
EU,1805,1,26879,,,,,,,,,,,,,,,,,
EU,1806,1,26879,,,,,,,,,,,,,,,,,
EU,1814,18,26879,,,,,,,,,,,,,,,,,
EU,1815,1,26879,,,,,,,,,,,,,,,,,
EU,1816,255,26879,,,,,,,,,,,,,,,,,
EU,1818,299,26879,,,,,,,,,,,,,,,,,
EU,1824,1378,26879,,,,,,,,,,,,,,,,,
EU,1825,125,26879,,,,,,,,,,,,,,,,,
EU,1826,2,26879,,,,,,,,,,,,,,,,,
EU,1827,1,26879,,,,,,,,,,,,,,,,,
EU,1829,2,26879,,,,,,,,,,,,,,,,,
EU,1830,2,26879,,,,,,,,,,,,,,,,,
EU,1832,533,26879,,,,,,,,,,,,,,,,,
EU,1833,87,26879,,,,,,,,,,,,,,,,,
EU,1834,8,26879,,,,,,,,,,,,,,,,,
EU,1835,1,26879,,,,,,,,,,,,,,,,,
EU,1836,5,26879,,,,,,,,,,,,,,,,,
EU,1837,343,26879,,,,,,,,,,,,,,,,,
EU,1838,34,26879,,,,,,,,,,,,,,,,,
EU,1839,111,26879,,,,,,,,,,,,,,,,,
EU,1840,389,26879,,,,,,,,,,,,,,,,,
EU,1841,1035,26879,,,,,,,,,,,,,,,,,
